Code_ARP;Libelle_medicament;DCI_brute;Substance_texte;Substance_norm
ARP000230;AMUSTIL - TUBE / 30 g;IRGASAN DP 300;IRGASAN DP 300;IRGASAN DP 300
ARP003579;TERPONE AD - FLACON / 180 ml;EUCALYPTUS / HUILE ESSENTIEL / NIAOULI / TERPINE;EUCALYPTUS;EUCALYPTUS
ARP003579;TERPONE AD - FLACON / 180 ml;EUCALYPTUS / HUILE ESSENTIEL / NIAOULI / TERPINE;HUILE ESSENTIEL;HUILE ESSENTIEL
ARP003579;TERPONE AD - FLACON / 180 ml;EUCALYPTUS / HUILE ESSENTIEL / NIAOULI / TERPINE;NIAOULI;NIAOULI
ARP003408;SULFAGUANIDINE - nan;SULFAGUANIDINE;SULFAGUANIDINE;SULFAGUANIDINE
ARP002810;PAREGORIQUE - BOITE / 1000;ACIDE BENZOÏQUE / CAMPHRE / ESSENCE D’ANIS / POUDRE D’OPIUM;ESSENCE D’ANIS;ESSENCE D’ANIS
ARP002537;NIFEDICOR - BOITE / 30;nan;nan;NAN
ARP002413;MUCINIUM - BOITE / 20;EXTRAIT D’ECORCE DE CASCARA / EXTRAIT FEUILLE DE SENE / POUDRE DE FEUILLE DE BOLDO / POUDRE DE FRUIT D’ANIS VERT;EXTRAIT D’ECORCE DE CASCARA;EXTRAIT D’ECORCE DE CASCARA
ARP002413;MUCINIUM - BOITE / 20;EXTRAIT D’ECORCE DE CASCARA / EXTRAIT FEUILLE DE SENE / POUDRE DE FEUILLE DE BOLDO / POUDRE DE FRUIT D’ANIS VERT;EXTRAIT FEUILLE DE SENE;EXTRAIT FEUILLE DE SENE
ARP002413;MUCINIUM - BOITE / 20;EXTRAIT D’ECORCE DE CASCARA / EXTRAIT FEUILLE DE SENE / POUDRE DE FEUILLE DE BOLDO / POUDRE DE FRUIT D’ANIS VERT;POUDRE DE FEUILLE DE BOLDO;POUDRE DE FEUILLE DE BOLDO
ARP002413;MUCINIUM - BOITE / 20;EXTRAIT D’ECORCE DE CASCARA / EXTRAIT FEUILLE DE SENE / POUDRE DE FEUILLE DE BOLDO / POUDRE DE FRUIT D’ANIS VERT;POUDRE DE FRUIT D’ANIS VERT;POUDRE DE FRUIT D’ANIS VERT
ARP000773;CHLORAMPHENICOL - BOITE / 50 BLISTER / 12;CHLORAMPHENICOL;CHLORAMPHENICOL;CHLORAMPHENICOL
ARP000537;BIAFINE - TUBE / 400 ml;nan;nan;NAN
ARP000366;ATRICAN - BOITE / 6;TENONITROZOLE;TENONITROZOLE;TENONITROZOLE
ARP000961;CORTOFTAL - FLACON / 15 ml;CLOBETASOL;CLOBETASOL;CLOBETASOL
ARP002757;PANADOL - BOITE / 20;nan;nan;NAN
ARP003227;SAVARINE - BOITE / 28;CHLOROQUINE / PROGUANIL CHLORHYDRATE;PROGUANIL CHLORHYDRATE;PROGUANIL CHLORHYDRATE
ARP003434;SURGRAS LIQUIDE URIAGE - FLACON / 150 ml;nan;nan;NAN
ARP003387;STICK LEVRE URIAGE - TUBE / 4,5 g;nan;nan;NAN
ARP002851;PERMIXON - BOITE / 60;EXTRAIT LIPIDOSTEROLIQUE DE SERENOA REPENS;EXTRAIT LIPIDOSTEROLIQUE DE SERENOA REPENS;EXTRAIT LIPIDOSTEROLIQUE DE SERENOA REPENS
ARP002051;LAIT DEMAQUILLANT URIAGE - FLACON / 200 ml;ACRYLATE C10-30 / EAU MINERALE NATURELLE / EAU PURIFIÉE / GLYCERINE / HUILE DE PARAFFINE / POLYSORBATE 80;ACRYLATE C10-30;ACRYLATE C10 30
ARP002051;LAIT DEMAQUILLANT URIAGE - FLACON / 200 ml;ACRYLATE C10-30 / EAU MINERALE NATURELLE / EAU PURIFIÉE / GLYCERINE / HUILE DE PARAFFINE / POLYSORBATE 80;EAU MINERALE NATURELLE;EAU MINERALE NATURELLE
ARP002051;LAIT DEMAQUILLANT URIAGE - FLACON / 200 ml;ACRYLATE C10-30 / EAU MINERALE NATURELLE / EAU PURIFIÉE / GLYCERINE / HUILE DE PARAFFINE / POLYSORBATE 80;EAU PURIFIÉE;EAU PURIFIEE
ARP001845;HYDROLIPIDIQUE URIAGE - FLACON / 40 ml;nan;nan;NAN
ARP001837;HYDRACRISTAL URIAGE E / H - FLACON / 40 ml;nan;nan;NAN
ARP001320;EMOLLIENTE URIAGE - FLACON / 150 ml;nan;nan;NAN
ARP001000;CU-ZN URIAGE - FLACON / 40 ml;nan;nan;NAN
ARP000987;CREME MAINS URIAGE H / E - FLACON / 50 ml;nan;nan;NAN
ARP000927;COLD CREAM URIAGE - FLACON / 40 ml;nan;nan;NAN
ARP002913;PNEUMOREL - BOITE / 30;FENSPIRIDE CHLORHYDRATE;FENSPIRIDE CHLORHYDRATE;FENSPIRIDE CHLORHYDRATE
ARP003773;UVELINE - FLACON / 20 ml;METHYLSULFATE D N-METHYL-8-HYDROXYQUINOLEINIUM;METHYLSULFATE D N-METHYL-8-HYDROXYQUINOLEINIUM;METHYLSULFATE D N METHYL 8 HYDROXYQUINOLEINIUM
ARP001394;EUCALYPTINE - BOITE / 10;CAMPHRE / EUCALYPTOL / GAIACOL / PHENOL / PHOSPHATE DE CODEINE;EUCALYPTOL;EUCALYPTOL
ARP001394;EUCALYPTINE - BOITE / 42;BROMOFORME / CAMPHRE / CODEINE / EUCALYPTOL / GAIACOL / PHENOL;BROMOFORME;BROMOFORME
ARP001394;EUCALYPTINE - BOITE / 42;BROMOFORME / CAMPHRE / CODEINE / EUCALYPTOL / GAIACOL / PHENOL;EUCALYPTOL;EUCALYPTOL
ARP001394;EUCALYPTINE - BOITE / 10;CAMPHRE / EUCALYPTOL / GAIACOL;EUCALYPTOL;EUCALYPTOL
ARP001053;DACRYOSERUM - FLACON / 150 ml;ACIDE BORIQUE / BORATE DE PHENYLMERCURE / BORATE DE SODIUM / CHLORURE DE SODIUM;BORATE DE PHENYLMERCURE;BORATE DE PHENYLMERCURE
ARP003605;TILL - FLACON / 200 ml;IRGASAN DP 300;IRGASAN DP 300;IRGASAN DP 300
ARP003368;STARMIL LAIT - POT / 450 g;nan;nan;NAN
ARP003351;SPORALIM - FLACON / 30 ml;TOLNAFTATE;TOLNAFTATE;TOLNAFTATE
ARP003224;SARIDON - BOITE / 25 BLISTERS DE 10;CAFEINE / PARACETAMOL / PROPYPHENAZONE;PROPYPHENAZONE;PROPYPHENAZONE
ARP001673;GINKOR FORT - nan;CHLORHYDRATE D’HEPTAMINOL / EXTRAIT DE GINKGO BILOBA / TROXERUTINE;EXTRAIT DE GINKGO BILOBA;EXTRAIT DE GINKGO BILOBA
ARP000376;AURIPAX - FLACON / 15 ml;LIDOCAINE CHLORHYDRATE / PROPYPHENAZONE;PROPYPHENAZONE;PROPYPHENAZONE
ARP000018;ACETYL SALICYLATE DE LYSINE - nan;ACETYL SALYCILIQUE DE LYSINE;ACETYL SALYCILIQUE DE LYSINE;ACETYL SALYCILIQUE DE LYSINE
ARP002750;PALUJECT RHONE - BOITE / 30;QUININE RESORCINE;QUININE RESORCINE;QUININE RESORCINE
ARP001234;DR TRICHNOR’S ANTISEPTIC - FLACON / 480 ml;nan;nan;NAN
ARP001234;DR TRICHNOR’S ANTISEPTIC - FLACON / 240 ml;nan;nan;NAN
ARP001234;DR TRICHNOR’S ANTISEPTIC - FLACON / 120 ml;nan;nan;NAN
ARP001234;DR TRICHNOR’S ANTISEPTIC - FLACON / 60 ml;ALCOOL SDA 38B;ALCOOL SDA 38B;ALCOOL SDA 38B
ARP002089;LENICALM - BOITE / 40;EXTRAIT SEC AQUEUX D’ASPERULE / EXTRAIT SEC AQUEUX DE TILLEUL / EXTRAIT SEC HYDROALCOOLIQUE D’AUBEPINE;EXTRAIT SEC AQUEUX D’ASPERULE;EXTRAIT SEC AQUEUX D’ASPERULE
ARP002089;LENICALM - BOITE / 40;EXTRAIT SEC AQUEUX D’ASPERULE / EXTRAIT SEC AQUEUX DE TILLEUL / EXTRAIT SEC HYDROALCOOLIQUE D’AUBEPINE;EXTRAIT SEC AQUEUX DE TILLEUL;EXTRAIT SEC AQUEUX DE TILLEUL
ARP002089;LENICALM - BOITE / 40;EXTRAIT SEC AQUEUX D’ASPERULE / EXTRAIT SEC AQUEUX DE TILLEUL / EXTRAIT SEC HYDROALCOOLIQUE D’AUBEPINE;EXTRAIT SEC HYDROALCOOLIQUE D’AUBEPINE;EXTRAIT SEC HYDROALCOOLIQUE D’AUBEPINE
ARP001204;DOLOBENE - TUBE / 20 g;DEXPANTHENOL / DIMETHYLSULFOXIDE / HEPARINE SODIQUE;DIMETHYLSULFOXIDE;DIMETHYLSULFOXIDE
ARP001340;ENTERAL - BOITE / 12;NIFUROXAZIDE;NIFUROXAZIDE;NIFUROXAZIDE
ARP001168;DIOVENOR - BOITE / 30;DIOSMINE HEMISYNTHETIQUE ANHYDRE;DIOSMINE HEMISYNTHETIQUE ANHYDRE;DIOSMINE HEMISYNTHETIQUE ANHYDRE
ARP000877;CLOPRAME - FLACON / 130 ml;METOCLOPRAMIDE MONOCHLORHYDRATE;METOCLOPRAMIDE MONOCHLORHYDRATE;METOCLOPRAMIDE MONOCHLORHYDRATE
ARP000347;ASTHENAL - BOITE / 50;ACIDE GLUTAMINIQUE / SODIUM-P-DIMETHYLAMINOPHENYL PHOSPHINATE / VITAMINE B1 / VITAMINE C;SODIUM-P-DIMETHYLAMINOPHENYL PHOSPHINATE;SODIUM P DIMETHYLAMINOPHENYL PHOSPHINATE
ARP003451;SYNTHOL - FLACON / 450 ml;ACIDE SALICYLIQUE / CHLORAL HYDRATE / MENTHOL / VERATROL;CHLORAL HYDRATE;CHLORAL HYDRATE
ARP003451;SYNTHOL - FLACON / 450 ml;ACIDE SALICYLIQUE / CHLORAL HYDRATE / MENTHOL / VERATROL;MENTHOL;MENTHOL
ARP003779;VACCIN AMARIL STABILISE SOUCHE ROCKFELLER 17D - AMPOULES MULTIDOSES (5,10,20,50);SUSPENSION LYOPHILISEE EN MILIEU STABILISANT DE VIRUS AMARIL VIVANT, SOUCHE 17 CULTIVE SUR EMBRYONS DE POULET;SUSPENSION LYOPHILISEE EN MILIEU STABILISANT DE VIRUS AMARIL VIVANT, SOUCHE 17 CULTIVE SUR EMBRYONS DE POULET;SUSPENSION LYOPHILISEE EN MILIEU STABILISANT DE VIRUS AMARIL VIVANT, SOUCHE 17 CULTIVE SUR EMBRYONS DE POULET
ARP001880;IMMUNOPLEX - nan;ALPHA INTERFERON HUMAIN STABILISE;ALPHA INTERFERON HUMAIN STABILISE;ALPHA INTERFERON HUMAIN STABILISE
ARP000123;ALLERNIX PLUS - BOITE / 20 CAPLETS EN BLISTER;DIPHENHYDRAMINE-HCL;DIPHENHYDRAMINE-HCL;DIPHENHYDRAMINE HCL
ARP003661;TRIACOMB - TUBE / 15 g;GRAMICIDINE / NEOMYCINE / NYSTATINE / TRIAMCINOLONE ACETONIDE;GRAMICIDINE;GRAMICIDINE
ARP002969;PROCTOSONE - BOITE / 12;ESCULINE / HCL DE CINCHOCAINE / HYDROCORTISONE / SULFATE DE NEOMYCINE;HCL DE CINCHOCAINE;HCL DE CINCHOCAINE
ARP002969;PROCTOSONE - TUBE / 30 g;ESCULINE / HCL DE CINCHOCAINE / HYDROCORTISONE / SULFATE DE NEOMYCINE;HCL DE CINCHOCAINE;HCL DE CINCHOCAINE
ARP002969;PROCTOSONE - TUBE / 15 g;ESCULINE / HCL DE CINCHOCAINE / HYDROCORTISONE / SULFATE DE NEOMYCINE;HCL DE CINCHOCAINE;HCL DE CINCHOCAINE
ARP001994;KANAMYCINE - BOITE/1 FLACON;KANAMYCINE;KANAMYCINE;KANAMYCINE
ARP000465;B CHABRE - BOITE / 30;SELS MINERAUX / VITAMINE;SELS MINERAUX;SELS MINERAUX
ARP000299;ARSUMAX - BOITE / 12;ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP000019;ACETYL SALYCILIQUE DE LYSINE PANPHARMA - nan;nan;nan;NAN
ARP003388;STILNOX - BOITE / 20;ZOLPIDEM;ZOLPIDEM;ZOLPIDEM
ARP003353;SPORTEINE CONCENTRE BOISSON - FLACON / 200 ml;ARNICA MONTANA / ZINCUM SARCOLACTICUM;ARNICA MONTANA;ARNICA MONTANA
ARP003353;SPORTEINE CONCENTRE BOISSON - FLACON / 200 ml;ARNICA MONTANA / ZINCUM SARCOLACTICUM;ZINCUM SARCOLACTICUM;ZINCUM SARCOLACTICUM
ARP001560;FLUSKIN NEO - TUBE / 30 g;FLUOCINONIDE;FLUOCINONIDE;FLUOCINONIDE
ARP001734;GRODUREX - BOITE / 20;AMILORIDE HCL / HYDROCHLOROTHIAZIDE;AMILORIDE HCL;AMILORIDE HCL
ARP003884;VITIRON - BOITE / 10;MINERAUX / VITAMINE;MINERAUX;MINERAUX
ARP002457;NAFTILUX - BOITE / 20;NAFTIDROFURYL OXALATE;NAFTIDROFURYL OXALATE;NAFTIDROFURYL OXALATE
ARP001396;EUCARBON - BOITE / 30;nan;nan;NAN
ARP002241;MALOXINE - BOITE / 3;PYRIMETHAMINE / SULFADOXINE;SULFADOXINE;SULFADOXINE
ARP003184;RUDISTROL - TUBE / 40 g;LEDUR PALUSTRE / RHODODENDRON FERRUGINEUM 2 CH / RHUS TOXICODENDRON 2 CH / RUTA GRAVEOLENS 2 CH;LEDUR PALUSTRE;LEDUR PALUSTRE
ARP003184;RUDISTROL - TUBE / 40 g;LEDUR PALUSTRE / RHODODENDRON FERRUGINEUM 2 CH / RHUS TOXICODENDRON 2 CH / RUTA GRAVEOLENS 2 CH;RHODODENDRON FERRUGINEUM 2 CH;RHODODENDRON FERRUGINEUM 2 CH
ARP003184;RUDISTROL - TUBE / 40 g;LEDUR PALUSTRE / RHODODENDRON FERRUGINEUM 2 CH / RHUS TOXICODENDRON 2 CH / RUTA GRAVEOLENS 2 CH;RHUS TOXICODENDRON 2 CH;RHUS TOXICODENDRON 2 CH
ARP003184;RUDISTROL - TUBE / 40 g;LEDUR PALUSTRE / RHODODENDRON FERRUGINEUM 2 CH / RHUS TOXICODENDRON 2 CH / RUTA GRAVEOLENS 2 CH;RUTA GRAVEOLENS 2 CH;RUTA GRAVEOLENS 2 CH
ARP002673;ONCTOSE HYDROCORTISONE - TUBE / 38 g;DIPHENYLDRAMINE / HYDROCORTISONE / LIDOCAINE;DIPHENYLDRAMINE;DIPHENYLDRAMINE
ARP003878;VITAMINE GERDA - FLACON / 180 ml;CYANOCOBALAMINE / FER AMMONIACAL;FER AMMONIACAL;FER AMMONIACAL
ARP003354;SPORTENINE - BOITE / 6;ARNICA MONTANA / ZINCUM SARCOLACTICUM;ARNICA MONTANA;ARNICA MONTANA
ARP003354;SPORTENINE - BOITE / 6;ARNICA MONTANA / ZINCUM SARCOLACTICUM;ZINCUM SARCOLACTICUM;ZINCUM SARCOLACTICUM
ARP003354;SPORTENINE - BOITE / 22;ARNICA MONTANA / ZINCUM SARCOLACTICUM;ARNICA MONTANA;ARNICA MONTANA
ARP003354;SPORTENINE - BOITE / 22;ARNICA MONTANA / ZINCUM SARCOLACTICUM;ZINCUM SARCOLACTICUM;ZINCUM SARCOLACTICUM
ARP002672;ONCTOSE - TUBE / 48 g;DIPHENYLDRAMINE / LIDOCAINE;DIPHENYLDRAMINE;DIPHENYLDRAMINE
ARP002038;LABIACALM - TUBE / 4,5 g;BRUXUS / PLANTAGO MAJOR / POTENTILLA ERECTA / THUYA OCCIDENTALIS;BRUXUS;BRUXUS
ARP002038;LABIACALM - TUBE / 4,5 g;BRUXUS / PLANTAGO MAJOR / POTENTILLA ERECTA / THUYA OCCIDENTALIS;PLANTAGO MAJOR;PLANTAGO MAJOR
ARP002038;LABIACALM - TUBE / 4,5 g;BRUXUS / PLANTAGO MAJOR / POTENTILLA ERECTA / THUYA OCCIDENTALIS;POTENTILLA ERECTA;POTENTILLA ERECTA
ARP002038;LABIACALM - TUBE / 4,5 g;BRUXUS / PLANTAGO MAJOR / POTENTILLA ERECTA / THUYA OCCIDENTALIS;THUYA OCCIDENTALIS;THUYA OCCIDENTALIS
ARP001802;HEPARINE SODIQUE - BOITE / 50;HEPARINE;HEPARINE;HEPARINE
ARP001800;HEPARINE CALCIQUE - BOITE / 50;HEPARINE;HEPARINE;HEPARINE
ARP000933;COLLUNOVAR - FLACON / 150 ml;CHLORHEXIDINE;CHLORHEXIDINE;CHLORHEXIDINE
ARP000773;CHLORAMPHENICOL - BOITE / 50 FLACONS;CHLORAMPHENICOL;CHLORAMPHENICOL;CHLORAMPHENICOL
ARP000934;COLLUXID - FLACON / 120 ml;BENZALKONIUM / CHLORHEXIDINE;BENZALKONIUM;BENZALKONIUM
ARP000934;COLLUXID - FLACON / 120 ml;BENZALKONIUM / CHLORHEXIDINE;CHLORHEXIDINE;CHLORHEXIDINE
ARP002778;PARA SPECIAL POUX - FLACON / 90 g;BUTOXYDE DE PIPERONYL / DEPALLETRINE;BUTOXYDE DE PIPERONYL;BUTOXYDE DE PIPERONYL
ARP002778;PARA SPECIAL POUX - FLACON / 90 g;BUTOXYDE DE PIPERONYL / DEPALLETRINE;DEPALLETRINE;DEPALLETRINE
ARP003616;TISANE SVELTA - BOITE / 30;MELANGE DE PLANTES;MELANGE DE PLANTES;MELANGE DE PLANTES
ARP002675;ONE DROP ONLY - FLACON / 30 ml;ESSENCE DE GIROFLE / ESSENCE DE MENTHE / MENTHOL / PHENOL;ESSENCE DE GIROFLE;ESSENCE DE GIROFLE
ARP002675;ONE DROP ONLY - FLACON / 30 ml;ESSENCE DE GIROFLE / ESSENCE DE MENTHE / MENTHOL / PHENOL;ESSENCE DE MENTHE;ESSENCE DE MENTHE
ARP002675;ONE DROP ONLY - FLACON / 30 ml;ESSENCE DE GIROFLE / ESSENCE DE MENTHE / MENTHOL / PHENOL;MENTHOL;MENTHOL
ARP000490;BAUME EHRLICH - TUBE / 75 ml;ESSENCES / HUILES;ESSENCES;ESSENCES
ARP000490;BAUME EHRLICH - TUBE / 75 ml;ESSENCES / HUILES;HUILES;HUILES
ARP003430;SURBRONC - BOITE / 12;AMBROXOL;AMBROXOL;AMBROXOL
ARP003430;SURBRONC - FLACON / 150 ml;AMBROXOL;AMBROXOL;AMBROXOL
ARP003430;SURBRONC - BOITE / 30;AMBROXOL;AMBROXOL;AMBROXOL
ARP002388;MONO-TILDIEM - BOITE / 28;DILTIAZEM;DILTIAZEM;DILTIAZEM
ARP002233;MAGNESIUM GLUCOCOLLE LABOMED - BOITE / 120;GLYCOCOLLE / MAGNESIUM;GLYCOCOLLE;GLYCOCOLLE
ARP001673;GINKOR FORT - BOITE / 30;GINKO BIBOLA / HEPTAMINOL / TROXERUTINE;GINKO BIBOLA;GINKO BIBOLA
ARP001707;GLYCOTHYMOLINE - FLACON / 250 ml;MELANGE D’ESSENCES;MELANGE D’ESSENCES;MELANGE D’ESSENCES
ARP003316;SOLUMAG - BOITE / 30;PYRROLIDONE CARBOXYLATE DE MAGNESIUM;PYRROLIDONE CARBOXYLATE DE MAGNESIUM;PYRROLIDONE CARBOXYLATE DE MAGNESIUM
ARP001337;ENOXOR - BOITE / 10;ENOXACINE ANHYDRE;ENOXACINE ANHYDRE;ENOXACINE ANHYDRE
ARP001331;ENGERIX - BOITE / 1 SERINgUE PRE-REMPLIE;ANTIGENE PROTEIQUE HBS;ANTIGENE PROTEIQUE HBS;ANTIGENE PROTEIQUE HBS
ARP000665;CAPILLOVIT - FLACON / 30 ml;BIOTINE / MENTHOL / MINOXIDIL / PROGESTERONE;MENTHOL;MENTHOL
ARP000248;ANTADYS - BOITE / 15;THERAMEX;THERAMEX;THERAMEX
ARP000560;BIOFAR - BOITE / 20;MULTIVITAMINES;MULTIVITAMINES;MULTIVITAMINES
ARP003838;VIBROCIL - TUBE / 12 g;DIMETINDENE / NEOMYCINE / PHENYLEPHRINE;DIMETINDENE;DIMETINDENE
ARP003746;UMULINE RAPIDE - FLACON / 10 ml;INSULINE HUMAINE;INSULINE HUMAINE;INSULINE HUMAINE
ARP003745;UMULINE PROTAMINE ISOPHANE (NPH) - FLACON / 10 ml;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISEE;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISEE;INSULINE HUMAINE BIOGENETIQUE ISOPHANE ZINC CRISTALLISEE
ARP003176;ROXID - BOITE / 16;NIFUROXAZIDE;NIFUROXAZIDE;NIFUROXAZIDE
ARP002778;PARA SPECIAL POUX - FLACON / 125 ml;BUTOXYDE DE PIPERONYLE / DEPALLETHRINE;BUTOXYDE DE PIPERONYLE;BUTOXYDE DE PIPERONYLE
ARP002778;PARA SPECIAL POUX - FLACON / 125 ml;BUTOXYDE DE PIPERONYLE / DEPALLETHRINE;DEPALLETHRINE;DEPALLETHRINE
ARP002483;NEO BOROCILLINA C - BOITE / 20;2,4 DICHLOROBENZYL ACOOL / ACIDE ASCORBIQUE;2,4 DICHLOROBENZYL ACOOL;2,4 DICHLOROBENZYL ACOOL
ARP002205;LYPTOCODINE - FLACON / 150 ml;CODEINE / EUCALYPTOL / PHOLCODINE / SULFOGAIACOL;EUCALYPTOL;EUCALYPTOL
ARP002205;LYPTOCODINE - FLACON / 125 ml;BROMURE DE CALCIUM / EUCALYPTOL / GAIACOLATE DE GLYCERINE / MANNITOL;EUCALYPTOL;EUCALYPTOL
ARP002205;LYPTOCODINE - FLACON / 125 ml;BROMURE DE CALCIUM / EUCALYPTOL / GAIACOLATE DE GLYCERINE / MANNITOL;GAIACOLATE DE GLYCERINE;GAIACOLATE DE GLYCERINE
ARP001826;HOMEOVOX - BOITE / 60;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES
ARP001825;HOMEOPLASMINE - TUBE / 18 g;ACIDE BORIQUE / BENZOC / BRYONIA DIOICA / CALENDULA OFFICINALIS / PHYTOLACCA DECANDRA;BENZOC;BENZOC
ARP001825;HOMEOPLASMINE - TUBE / 18 g;ACIDE BORIQUE / BENZOC / BRYONIA DIOICA / CALENDULA OFFICINALIS / PHYTOLACCA DECANDRA;BRYONIA DIOICA;BRYONIA DIOICA
ARP001825;HOMEOPLASMINE - TUBE / 18 g;ACIDE BORIQUE / BENZOC / BRYONIA DIOICA / CALENDULA OFFICINALIS / PHYTOLACCA DECANDRA;CALENDULA OFFICINALIS;CALENDULA OFFICINALIS
ARP001825;HOMEOPLASMINE - TUBE / 18 g;ACIDE BORIQUE / BENZOC / BRYONIA DIOICA / CALENDULA OFFICINALIS / PHYTOLACCA DECANDRA;PHYTOLACCA DECANDRA;PHYTOLACCA DECANDRA
ARP001824;HOMEOGENE 9 - BOITE / 60;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES
ARP001803;HEPATO-DRAINOL - FLACON / 30 ml;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES
ARP001629;GASTROCYNESINE - BOITE / 60 ml;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES
ARP001221;DOPAMINE PIERRE FABRE - BOITE / 50;DOPAMINE CHLORHYDRATE;DOPAMINE CHLORHYDRATE;DOPAMINE CHLORHYDRATE
ARP000963;CORYZALIA - BOITE / 40;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES
ARP000918;COCCULINE - BOITE / 30;COCCULUS / NUX VOMICA / PETROLUM / TABACUM;COCCULUS;COCCULUS
ARP000918;COCCULINE - BOITE / 30;COCCULUS / NUX VOMICA / PETROLUM / TABACUM;NUX VOMICA;NUX VOMICA
ARP000918;COCCULINE - BOITE / 30;COCCULUS / NUX VOMICA / PETROLUM / TABACUM;PETROLUM;PETROLUM
ARP000918;COCCULINE - BOITE / 30;COCCULUS / NUX VOMICA / PETROLUM / TABACUM;TABACUM;TABACUM
ARP000802;CICADERMA - TUBE / 30 g;EXTRAITS DE PLANTE;EXTRAITS DE PLANTE;EXTRAITS DE PLANTE
ARP000746;CEPHYL - BOITE / 20;nan;nan;NAN
ARP000703;CEFAPEROS - FLACON / 60 ml;CEFATRIZINE;CEFATRIZINE;CEFATRIZINE
ARP000571;BIOVITAMINE - BOITE / 90;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES;MELANGE D’EXTRAITS HOMEOPATHIQUES
ARP003492;TANAKAN - BOITE / 30;GINKO BIBOLA;GINKO BIBOLA;GINKO BIBOLA
ARP001822;HOMEODENT ANIS - TUBE / 100 g;KALCHLORICUM 2;KALCHLORICUM 2;KALCHLORICUM 2
ARP003803;VASTAREL - BOITE / 60;TRIMETAZIDINE;TRIMETAZIDINE;TRIMETAZIDINE
ARP001735;GROFENAC - BOITE / 5;nan;nan;NAN
ARP003833;VI-CAPS - BOITE / 20;MINERAUX / VITAMINE;MINERAUX;MINERAUX
ARP003147;RINUTAN - BOITE / 12 FLACONS / 60 ml;PARACETAMOL / PHENYLTOLOXAMINE;PHENYLTOLOXAMINE;PHENYLTOLOXAMINE
ARP001735;GROFENAC - BOITE / 5;DICLOFENAC SEL DE SODIUM;DICLOFENAC SEL DE SODIUM;DICLOFENAC SEL DE SODIUM
ARP001641;GELUSIL - BOITE / 30;nan;nan;NAN
ARP001641;GELUSIL - BOITE / 10;TRISILICATE D’ALUMINIUM;TRISILICATE D’ALUMINIUM;TRISILICATE D’ALUMINIUM
ARP000655;CAMOQUIN - BOITE / 4;AMODIAQUINE;AMODIAQUINE;AMODIAQUINE
ARP000655;CAMOQUIN - BOITE / 50 BLISTERS DE 10;AMODIAQUINE;AMODIAQUINE;AMODIAQUINE
ARP003176;ROXID - FLACON / 90 ml;NIFUROXAZIDE;NIFUROXAZIDE;NIFUROXAZIDE
ARP000936;COLOPATHILE - BOITE / 30;ATTAPULGITE;ATTAPULGITE;ATTAPULGITE
ARP003479;TADENAN - BOITE / 30;PYGEUM AFRICANUM;PYGEUM AFRICANUM;PYGEUM AFRICANUM
ARP002320;METHERGIN - BOITE / 20;nan;nan;NAN
ARP001348;EPHEDRYL - BOITE / 20;PARACETAMOL / PSEUDOEPHEDRINE / TRIPOLIDINE;TRIPOLIDINE;TRIPOLIDINE
ARP000533;BEVIRAN - BOITE / 30;MEBEVERINE;MEBEVERINE;MEBEVERINE
ARP001348;EPHEDRYL - FLACON / 100 ml;PARACETAMOL / PSEUDOEPHEDRINE / TRIPOLIDINE;TRIPOLIDINE;TRIPOLIDINE
ARP000290;ARALEN - nan;CHLOROQUINE PHOSPHATE;CHLOROQUINE PHOSPHATE;CHLOROQUINE PHOSPHATE
ARP003626;TONICALCIUM ENFANT - BOITE / 10;ASCORBATE DE CALCIUM / ASCORBATE DE DL-LYSINE;ASCORBATE DE DL-LYSINE;ASCORBATE DE DL LYSINE
ARP003625;TONICALCIUM ADULTE - BOITE / 10;ASCORBATE DE CALCIUM / ASCORBATE DE DL-LYSINE;ASCORBATE DE DL-LYSINE;ASCORBATE DE DL LYSINE
ARP003881;VITARNIN - BOITE / 10;VITAMINES + MINERAUX;VITAMINES + MINERAUX;VITAMINES + MINERAUX
ARP003495;TARDYFERON - BOITE / 30;ACIDE ASCORBIQUE / FER FERREUX;FER FERREUX;FER FERREUX
ARP000651;CALLEIMON - BOITE / 10;ACIDE ASCORBIQUE / CALCIUM;CALCIUM;CALCIUM
