Code_ARP;Libelle_medicament
ARP003508;TAXOTERE - FLACON / 7 ml
ARP002972;PROFENID - FLACON / 150 ml
ARP000782;CHLORURE DE SODIUM - nan
ARP000781;CHLORURE DE POTASSIUM AGUETTANT - BOITE/100 AMPOULES
ARP000720;CEFOTRIX - FLACON / 1 g
ARP000566;BIOFER 12 - FLACON / 200 ml
ARP000720;CEFOTRIX - FLACON / 500mg
ARP001460;FER ACIDE FOLIQUE WINTHROP - BOITE / 30
ARP003760;UPSA C - BOITE / 10
ARP003761;UPSAFEN - BOITE / 20
ARP002296;MEPTRAN - FLACON / 100 ml
ARP003904;WARIMAZOL - BOITE / 3
ARP003904;WARIMAZOL - TUBE / 20 g
ARP003903;WARI-DICLOWAL - BOITE / 5
ARP003810;VELODAN - FLACON / 120 ml
ARP003619;TOBRABACT - FLACON / 5 ml
ARP003602;TIFLOX - BOITE / 10
ARP003550;TENSOPREL - BOITE / 30
ARP003501;TAVANIC - FLACON / 100 ml
ARP003501;TAVANIC - BOITE / 5
ARP003452;SYNTHOMYCINE - TUBE / 3,6 g
ARP003290;SIMVOR - BOITE / 10
ARP003066;RANITIDINE AEROCID EG LABO - BOITE / 30
ARP003065;RANITIDE EG - BOITE / 14
ARP003061;RANFERON MILT VIT - BOITE / 100
ARP002972;PROFENID - BOITE / 2
ARP002966;PROCOMIL - BOITE / 30
ARP002717;OXALLINE - BOITE / 12
ARP002688;ORALCEF - BOITE / 100 ml
ARP002688;ORALCEF - BOITE / 8
ARP002544;NIFUROXAZIDE EG - BOITE / 28
ARP002544;NIFUROXAZIDE EG - FLACON / 90 ml
ARP002539;NIFEDIPINE MANEESH - BOITE / 100
ARP002490;NEOVEC - BOITE / 5 AMPOULES DE 2 ml + SOLVANT
ARP002467;NASONEX - FLACON / 120 DOSES
ARP002467;NASONEX - FLACON / 40 DOSES
ARP002240;MALARGO - FLACON / 60 ml
ARP002237;MAGNORAL - BOITE / 20
ARP002188;LOX - FLACON / 50 ml
ARP002187;LOVIR - BOITE / 25
ARP002165;LOPERAMIDE BIOPHELIA - BOITE / 20
ARP001970;JULMENTIN FORTE - FLACON / 100 ml
ARP001968;JULEMENTIN - BOITE / 20
ARP001835;HYCOCIN - TUBE / 3,5 g
ARP001832;HUMEX RHUME - BOITE / 12 comprimÃ©s et 4 gÃ©lules
ARP001820;HISTAC - BOITE / 12
ARP001759;GYNOSPAN - BOITE / 30
ARP001748;GVITHER FORTE - BOITE / 6
ARP001748;GVITHER FORTE - BOITE / 1
ARP001740;GSUNATE FORTE - BOITE / 6
ARP001595;FRUSIX - BOITE / 200
ARP001483;FEVIT - BOITE / 1000
ARP001475;FERROCAL - BOITE / 60
ARP001419;EXTENCILLINE - BOITE / 50
ARP001409;EXFOLIAC MOUSSANT - FLACON / 125 ml
ARP001408;EXFOLIAC - FLACON / 30 ml
ARP001230;DOXYCYCLINE MANEESH - BOITE / 100
ARP001219;DOPA PLUS - BOITE / 5
ARP001199;DOLITABS - BOITE / 12
ARP001174;DIPROSALIC - FLACON / 30 g
ARP001173;DIPROLENE - TUBE / 15 g
ARP000958;CORT-S - BOITE/1 FLACON
ARP000919;CODABROL - BOITE / 10
ARP000863;CLAVULIN - BOITE / 16
ARP000739;CELESTENE - BOITE / 25
ARP000699;CEFADROXIL EG - BOITE / 12
ARP000677;CARBOMIX - FLACON / 50 g
ARP000597;BRICANIL - AEROSOL / 200 DOSES
ARP000532;BETOPTIC - BOITE / 60 RECIPIENTS UNIDOSES / 0,25 ml
ARP000307;ARTEMEDINE - BOITE / 6
ARP000307;ARTEMEDINE - BOITE / 12
ARP000236;ANAWIN HEAVY - BOITE / 5
ARP000233;ANANVIN - FLACON / 20 ml
ARP000129;ALMIDE - BOITE / 20 RECIPIENTS UNIDOSES
ARP000128;ALMAX - BOITE / 60
ARP000108;ALGIDOL - BOITE / 12
ARP000098;ALEXIN-SP - BOITE / 2
ARP000078;ALAXIN - BOITE / 8
ARP000067;AFORINOL - FLACON / 10 ml
ARP003902;WARI DICLOWAL 5 - BOITE / 10
ARP003003;PULMOXYL - BOITE / 12
ARP002785;PARACETAMOL EG - BOITE / 16
ARP003921;XENICAL - BOITE / 84
ARP002910;PLUMODEXAMINE - FLACON / 125 ml
ARP002391;MONOLIUM - BOITE / 28
ARP001989;JUVELON - BOITE / 30
ARP001619;GAMALATE B6 - BOITE / 20
ARP001619;GAMALATE B6 - BOITE / 30
ARP001077;DEFLAMOL - TUBE / 30 g
ARP000153;AMALAR - BOITE / 30
ARP003508;TAXOTERE - FLACON / 15 ml
ARP002699;OROKEN ENFANT - FLACON / 40 ml
ARP002074;LASILIX - BOITE / 30
ARP001195;DOLIPRANE - BOITE / 12
ARP001195;DOLIPRANE - BOITE / 10
ARP001196;DOLIPRANE 100 mG SACHET - BOITE / 12
ARP000656;CAMPTO - FLACON / 2 ml
ARP000656;CAMPTO - FLACON / 5 ml
ARP003630;TOPICREM EMULSION ULTRA HYDRATANTE - FLACON / 500 ml
ARP003629;TOPICREM - TUBE / 200 ml
ARP001399;EUPHON MENTHOL - nan
ARP001398;EUPHON - BOITE / 70
ARP001052;DACRYOSEPTIL - BOITE / 10 RECIPIENTS UNIDOSES
ARP003436;SURQUINA - BOITE / 50
ARP000394;AVOSTAV - BOITE / 60
ARP000388;AVIRODIN - BOITE / 60
ARP003097;RETIMAX - BOITE / 60
ARP002538;NIFEDIPINE GRACURE - BOITE / 10 PLAQUETTES DE 10
ARP001781;HALOPERIDOL GRACURE - BOITE / 10
ARP003832;VEXOL - nan
ARP002786;PARACETAMOL IPCA - BOITE / 1000
ARP002072;LARMABAK - FLACON / 10 ml
ARP001633;GAVAMATE - TUBE / 25 g
ARP001202;DOLO - BOITE / 10
ARP000279;APRANAX - BOITE / 12
ARP002522;NEVIPAN - BOITE / 60
ARP001718;GRAMONEG - BOITE / 120
ARP000393;AVOLAM - BOITE / 60
ARP000389;AVOCOMB - BOITE / 60
ARP003983;ZIMOR - BOITE / 14
ARP003670;TRICONAL - BOITE / 1
ARP003587;TETRACYCLINE CHLORHYDRATE GALENTIC PHARMA - TUBE / 5 g
ARP003550;TENSOPREL - BOITE / 60
ARP003447;SYNERPEN - BOITE / 1 FLACON
ARP003410;SULFAMINE - BOITE / 50 PLAQUETTES DE 3
ARP003181;RUBIULCER - BOITE / 10
ARP002390;MONOLITUM - BOITE / 14
ARP002346;METRONIDAZOLE WOCHARDT - FLACON / 100 ml
ARP001995;KAOMUTH - BOITE / 20 SACHETS DE 11 g
ARP001370;ERYTHROMYCINE STEARATE IPCA - BOITE / 100 BLISTERS DE 10
ARP000969;COTEXIN - FLACON / 80 ml
ARP000968;COTECXIN - BOITE / 8
ARP000887;CLOXA-PLUS - BOITE / 20
ARP000720;CEFOTRIX - BOITE / 1 FLACON
ARP000720;CEFOTRIX - FLACON / 0,25 mg / 100 ml
ARP000485;BALBUTOL - BOITE / 10
ARP002254;MEBENDAZOLE IPCA - BOITE / 1000
ARP001124;DIAMICRON - BOITE / 60
ARP002005;KETODERM - BOITE / 8
ARP002005;KETODERM - TUBE / 20 g
ARP001675;GINSAVITE - BOITE / 14
ARP001095;DERMOFIX - TUBE / 20 g
ARP000341;ASPIRINE UPSA - BOITE / 20
ARP003681;TRIMEBUTINE MERCK - BOITE / 30
ARP002943;PRE NATIVA - POT / 400 g
ARP002550;NO SPA - BOITE / 5 AMPOULES DE 2 ml
ARP002462;NAN HA - POT / 400 g
ARP000757;CETAZINE - nan
ARP000340;ASPIRINE IPCA - BOITE / 10
ARP000221;AMPICILLINE IPCA - BOITE / 100 BLISTERS DE 10
ARP003860;VISCODYNE - FLACON / 100 ml
ARP001789;HB RICH 300 - BOITE / 5 BLITERS DE 6 KITS (2 gELULES+1 COMPRIME)
ARP003091;RESPIBIEN - FLACON / 15 ml
ARP003079;REGAMOL - BOITE / 10
ARP002937;POVIDONE MERCK - FLACON / 125 ml
ARP002933;POVIDONE IODEE MERCK - FLACON / 125 ml
ARP002933;POVIDONE IODEE MERCK - FLACON / 500 ml
ARP002883;PHYTORAL - BOITE / 10
ARP002883;PHYTORAL - TUBE / 15 g
ARP002364;MIKOZAL - TUBE / 30 g
ARP002341;METRONIDAZOLE MERCK - BOITE / 20 FLACONS DE 100 ml
ARP002259;MEBEVERINE MERCK - BOITE / 30
ARP002178;LORINOL - BOITE / 10
ARP002052;LAITER COLLY BLEU - FLACON / 200 ml
ARP001944;ISONE - BOITE / 30
ARP001937;IREX 12 - BOITE / 30
ARP001710;GOMAL - BOITE / 10
ARP001374;ESCODYNE - BOITE / 10
ARP001316;EMADINE - FLACON / 5 ml
ARP001306;ELEVIT PRONATAL - BOITE / 30
ARP001119;DEXTROPROPOXYPHENE / PARACETAMOL MERCK - BOITE / 20
ARP000904;CO-TRIMOXAZOLE - BOITE / 10
ARP000814;CINFATOX COMPLEX - FLACON / 125 ml
ARP000778;CHLORPROMAZINE GRACURE - BOITE / 100 BLISTERS DE 10
ARP000618;BUCCOTHYMOL - FLACON / 150 ml
ARP000135;ALPRAZ - BOITE / 14
ARP000085;ALBENDOL - BOITE / 1
ARP003212;SALINAL - FLACON / 15 ml
ARP000813;CINFATOX - FLACON / 125 ml
ARP000135;ALPRAZ - BOITE / 28
ARP001752;GYNO MIKOZAL - BOITE / 7
ARP003591;TEVETEN - BOITE / 56
ARP001462;FER UCB - BOITE / 14
ARP002327;METHYLPREDNISOLONE MERCK - BOITE / 10 FLACONS
ARP001186;DOBUTAMINE MERCK - BOITE / 10 AMPOULES DE 20 ml
ARP002957;PRIMOCEF - BOITE / 1 FLACON
ARP002957;PRIMOCEF - BOITE/1 FLACON
ARP003543;TENORETIC - BOITE / 30
ARP001678;GLIDABET - BOITE / 30
ARP002648;OLFEN - BOITE / 30
ARP002997;PRUINA - BOITE / 240 g
ARP002250;MAXIMAG - BOITE / 30
ARP001554;FLUORESCEINE SODIQUE FAURE - FLACON / 5 ml
ARP000718;CEFOTAX - BOITE / 1 FLACON
ARP003972;ZETAXIM - BOITE / 1 FLACON
ARP003859;VIROPHTA - FLACON / 5 ml
ARP003352;SPORILINE - FLACON / 25 ml
ARP003223;SARGENOR VITAMINE C - BOITE / 20
ARP002938;POWERCEF - BOITE / 1
ARP002916;POLARAMINE - BOITE / 5
ARP002041;LACRIFLUID - FLACON / 10 g
ARP001738;GROMEDIL - FLACON / 5 ml
ARP001308;ELISOR - BOITE / 28
ARP001297;EFFERALGAN - BOITE / 8
ARP001247;DULCILARMES - FLACON / 10 ml
ARP000483;BACTYL CY - FLACON / 10 ml
ARP001402;EURONAC - FLACON / 5 ml
ARP003148;RISEK - BOITE / 14
ARP002977;PROFINAL SIROP - FLACON / 100 ml
ARP002976;PROFINAL - BOITE / 24
ARP002764;PANDERM - TUBE / 15 g
ARP001752;GYNO MIKOZAL - BOITE / 3
ARP001620;GAMAVATE - TUBE / 25 g
ARP001578;FORTEVIT - FLACON / 125 ml
ARP003964;ZELITREX - BOITE / 10
ARP003883;VITAXICAM - BOITE / 10
ARP003428;SUPRAVIT - BOITE / 28
ARP000863;CLAVULIN - FLACON / 60 ml
ARP002931;POSITON - TUBE / 30 g
ARP003683;TRIMOL - FLACON / 100 ml
ARP003608;TIMEFEROL - BOITE / 24
ARP001120;DI DOLKO - BOITE / 20
ARP003683;TRIMOL - BOITE / 20
ARP003070;RANTAG - BOITE / 20
ARP002586;NUREFLEX - BOITE / 20
ARP000870;CLOFEN - BOITE / 20
ARP003231;SCOPINAL - BOITE / 20
ARP003231;SCOPINAL - FLACON / 100 ml
ARP003231;SCOPINAL - BOITE / 5
ARP003221;SARF - BOITE / 10
ARP000870;CLOFEN - BOITE / 5
ARP001776;HAEMATON - BOITE / 28
ARP001567;FOLIFER 90 - BOITE / 60
ARP003635;TRABAR - BOITE / 10
ARP003612;TIRLOR - BOITE / 10
ARP002347;METROSULE - BOITE / 20
ARP001249;DUOFEM - BOITE / 28
ARP000554;BINOZYT - BOITE / 6
ARP000356;ATARAX - BOITE / 6
ARP000356;ATARAX - BOITE / 30
ARP001298;EFFERALGAN 150 mG CHET - BOITE / 12
ARP003436;SURQUINA - BOITE / 3
ARP003099;REUMOXICAM - BOITE / 30
ARP003099;REUMOXICAM - BOITE / 10
ARP001901;INFLACED - BOITE / 30
ARP001294;EFFACLAR - TUBE / 125 ml
ARP001281;ECONAZOLE BAYER - TUBE / 100 g
ARP001060;DAKIN - FLACON / 500 ml
ARP001060;DAKIN - FLACON / 250 ml
ARP000774;CHLORHYDRATE DE LOPERAMIDE BAYER - BOITE / 20
ARP000668;CAPTOPRIL BAYER - BOITE / 30
ARP000668;CAPTOPRIL BAYER - nan
ARP000595;BOURGET INOSITOL - BOITE / 20
ARP000491;BAUME SAINT BERNARD - TUBE / 100 g
ARP000202;AMOXICILLINE BAYER - FLACON / 60 ml
ARP000202;AMOXICILLINE BAYER - BOITE / 12
ARP000158;AMBROXOL BAYER SANS SUCRE - FLACON / 180 ml
ARP003507;TAXOL - nan
ARP003326;SORBITOL APPLIPHARM - BOITE / 20
ARP002136;LINMOX - BOITE / 12
ARP000692;CATAFLAM - nan
ARP000519;BETADINE - BOITE / 8
ARP003893;VOLTARENE - BOITE / 30
ARP003769;UTEPLEX - BOITE / 45
ARP003429;SUPREME - BOITE / 20
ARP002046;LACTATE DE SODIUM WOCKHARDT - FLACON / 500 ml
ARP003623;TOLOXIM - FLACON / 30 ml
ARP002783;PARACETAMOL BAYER - BOITE / 16
ARP002728;OZIBEN - BOITE / 6
ARP002118;LEVOTHYROX - BOITE / 50
ARP002118;LEVOTHYROX - BOITE / 30
ARP001392;ETOPOPHOS - BOITE/1 FLACON
ARP003973;ZIAGEN - BOITE / 60
ARP003973;ZIAGEN - FLACON / 240 ml
ARP003544;TENORMINE - BOITE / 30
ARP001507;FLIXOTIDE - FLACON / 120 DOSES
ARP001444;FEBRILEX - BOITE / 4
ARP002905;PLAVIX - BOITE / 28
ARP002728;OZIBEN - BOITE / 1
ARP003842;VIDEX - FLACON / 2 g
ARP003991;ZINNAT - FLACON / 80 ml
ARP003968;ZERIT - BOITE / 56
ARP003842;VIDEX - nan
ARP003747;UNASYN - BOITE / 8
ARP003339;SPASMOPAN - BOITE / 6
ARP003302;SMECTA - BOITE / 30
ARP002589;NUROFEN RHUME - BOITE / 20
ARP001893;INDOBIOTIC - FLACON / 5 ml
ARP001326;ENDOXAN - BOITE / 50
ARP001003;CURAM - FLACON / 100 ml
ARP000739;CELESTENE - BOITE / 20
ARP000209;AMOXICILLINE TYROL PHARMA - BOITE / 100
ARP003852;VIRAMUNE - FLACON / 240 ml
ARP001805;HEPAVAX GENE - BOITE / 1
ARP001805;HEPAVAX GENE - FLACON / 1 AMPOULE INJECTABLE
ARP001326;ENDOXAN - BOITE / 10 FLACONS
ARP003764;UROBACID - BOITE / 14
ARP002389;MONOCLINE - BOITE / 5
ARP001799;HEPARGITOL - BOITE / 20
ARP001093;DERMOBACTER - FLACON / 125 ml
ARP002841;PEPSANE - BOITE / 30
ARP002728;OZIBEN - FLACON / 30 ml
ARP002328;METNOVO - BOITE / 20
ARP000972;COTRIMOXAZOLE AJANTA - BOITE / 100
ARP000274;APIFEN - BOITE / 30
ARP000344;ASTAPH - BOITE / 12
ARP003615;TISANE RICHTER’S - BOITE / 20
ARP003394;STREPSILS VITAMINE C - BOITE / 24
ARP002762;PANADOL SP - FLACON / 100 ml
ARP002584;NURABOL - BOITE / 30
ARP002228;MAG 2 - BOITE / 60
ARP001210;DOLOTREN RETARD - BOITE / 20
ARP001195;DOLIPRANE - BOITE / 16
ARP001014;CUTISAN - TUBE / 80 g
ARP000991;CRIXIVAN - BOITE / 180
ARP000991;CRIXIVAN - BOITE / 360
ARP000413;AZIWOCK - BOITE / 6
ARP000344;ASTAPH - FLACON / 60 ml
ARP003324;SOPROL - BOITE / 28
ARP003222;SARGENOR - BOITE / 20 AMPOULES DE 5 ml
ARP003092;RESPIRYL - BOITE / 20
ARP002584;NURABOL - FLACON / 125 ml
ARP001387;ESTREVA - TUBE / 50 g
ARP001093;DERMOBACTER - FLACON / 300 ml
ARP003264;SEREVENT - FLACON / 120 DOSES
ARP001571;FONGERYL - TUBE / 30 g
ARP000935;COLOBUTINE - BOITE / 20
ARP000020;ACFOL - BOITE / 25
ARP003436;SURQUINA - BOITE / 60
ARP003436;SURQUINA - BOITE / 600
ARP003437;SURQUINA 250 mG - BOITE / 18
ARP002289;MELUBRIN - FLACON / 60 ml
ARP001820;HISTAC - BOITE / 10
ARP000905;CO-TRIMOXAZOLE ECOBI - FLACON / 100 ml
ARP000344;ASTAPH - BOITE / 50
ARP001820;HISTAC - BOITE / 20
ARP000345;ASTAPH 250mG/5ml - FLACON / 60 ml
ARP003909;WOKADINE COMPRIME GYNE - BOITE / 14
ARP003908;WOKADINE - FLACON / 100 ml
ARP002835;PELOX - FLACON / 100 ml
ARP002586;NUREFLEX - BOITE / 30
ARP001704;GLUCOSE WOCKHARDT LIMITED - FLACON / 500 ml
ARP001510;FLOGOFENAC RETARD - BOITE / 21
ARP000789;CHLORURE DE SODIUM WOCHARDT - FLACON / 500 ml
ARP001506;FLIXONASE - FLACON / 120 DOSES
ARP003916;XATRAL - nan
ARP003916;XATRAL - BOITE / 30
ARP002419;MUCOTREIS - FLACON / 150 ml
ARP002354;MICONAD - TUBE / 30 g
ARP001509;FLOGOFENAC - TUBE / 50 g
ARP001152;DICLOMAX - BOITE / 30
ARP001148;DICLOFENAC ECOBI - BOITE / 30
ARP000905;CO-TRIMOXAZOLE ECOBI - BOITE / 20
ARP002995;PROXYVON - BOITE / 24
ARP002835;PELOX - BOITE / 10
ARP001003;CURAM - FLACON / 75 ml
ARP003835;VIAGRA - BOITE / 1
ARP004020;ZYRTEC - FLACON / 15 ml
ARP003727;UCLAPRIM - FLACON / 100 ml
ARP003727;UCLAPRIM - BOITE / 20
ARP002418;MUCOSPIRE - BOITE / 30
ARP000532;BETOPTIC - FLACON / 3 ml
ARP001350;EPIVIR - FLACON / 240 ml
ARP003069;RANOXYL - BOITE / 1000
ARP003342;SPERSALLERG - FLACON / 10 ml
ARP003493;TANGANIL - BOITE / 5 FLACONS
ARP003060;RANFERON 12 - BOITE / 30
ARP001842;HYDROCORTISONE LEURQUIN - BOITE / 1 FLACON
ARP001415;EXOCINE - FLACON / 5 ml
ARP001189;DODECAVIT - BOITE / 6
ARP000807;CIFRAN - BOITE / 10
ARP004020;ZYRTEC - BOITE / 15
ARP002555;NOOTROPYL - BOITE / 4
ARP001183;DIVINA - BOITE / 12
ARP003265;SEREVENT 25 - FLACON / 60 DOSES
ARP001906;INONGAN - TUBE / 55 g
ARP001364;ERYCOCCI - BOITE / 8
ARP000957;CORSODYL - FLACON / 180 ml
ARP000081;ALBENDAPHAR - FLACON / 10 ml
ARP000081;ALBENDAPHAR - BOITE / 1
ARP002710;OTOFA SOLUTION AURICULAIRE - FLACON / 10 ml
ARP002630;OFLOCET GOUTTES AURICULAIRES - BOITE / 20 RECIPIENTS UNIDOSES DE 0,5 ml
ARP001927;IOPIDINE - BOITE / 2 RECIPIENTS UNIDOSES
ARP001847;HYDROSOL POLYVITAMINE BON - nan
ARP001794;HEMAGENE TAILLEUR - BOITE / 24
ARP001737;GROMAZOL - nan
ARP001628;GASTROCALM - BOITE / 30
ARP001200;DOLKO - BOITE / 16
ARP001080;DELABARRE - TUBE / 20 g
ARP000997;CROMOBAK - FLACON / 10 ml
ARP000808;CILOXAN - FLACON / 5 ml
ARP000556;BIOCALYPTOL - FLACON / 200ml
ARP000499;BEGROCIT - BOITE / 10
ARP000035;ACTICARBINE - BOITE / 42
ARP003892;VOLTAMICINE - FLACON / 5 ml
ARP003603;TILAVIST - FLACON / 3 ml
ARP002241;MALOXINE - BOITE / 2
ARP001228;DOXY - BOITE / 8
ARP002491;NERISONE - TUBE / 30 g
ARP002822;PATE DENTIFRICE - TUBE / 181 g
ARP003518;TELFAST - BOITE / 15
ARP002904;PLASMOTRIM - BOITE / 6
ARP002904;PLASMOTRIM - BOITE / 12
ARP002492;NERISONE C - TUBE / 30 g
ARP002068;LANZOR - BOITE / 30
ARP000915;COARTEM - BOITE / 16
ARP000915;COARTEM - BOITE / 8
ARP000475;BACTIFLOX - BOITE / 10
ARP000386;AVIRAL - BOITE / 20
ARP003570;TERLOMEXIN - BOITE / 3
ARP002161;LOMEXIN - TUBE / 15 g
ARP003607;TIMABAK - FLACON / 5 ml
ARP002925;POLYTOPIC - TUBE / 15 g
ARP000028;ACILAC - BOITE/ 20
ARP003573;TERNEURINE - BOITE / 20
ARP002828;PEDIATRIX - FLACON / 100 ml
ARP002805;PARANTAL - BOITE / 10
ARP002805;PARANTAL - FLACON / 60 ml
ARP002415;MUCOMYST - BOITE/30
ARP001665;GENTAMICINE - TUBE / 15 g
ARP001659;GENTA - BOITE / 1 FLACON
ARP001659;GENTA - nan
ARP001478;FERVEX - BOITE / 8
ARP001090;DERMASONE - TUBE / 15 g
ARP001090;DERMASONE - nan
ARP001074;DECONGEST - FLACON / 20 ml
ARP000218;AMPI - BOITE / 1 FLACON
ARP000196;AMOXI - BOITE / 1 FLACON
ARP003984;ZINADERM - TUBE / 50 g
ARP002828;PEDIATRIX - FLACON / 24 ml
ARP001664;GENTAMICIN - TUBE / 15 g
ARP003034;QUINIMAX - BOITE / 25
ARP000654;CAMMYLIN - FLACON / 100 ml
ARP001295;EFFALPHA - TUBE / 40 ml
ARP000254;ANTHELIOS - TUBE / 50 ml
ARP002924;POLYTONYL ENFANT - BOITE / 18
ARP001480;FERVEX ADULTE SANS SUCRE - BOITE / 8
ARP003812;VENOSMINE FORTE - BOITE / 20
ARP003339;SPASMOPAN - BOITE / 40
ARP003011;PYRIDOXINE CHLORHYDRATE - BOITE / 100
ARP002805;PARANTAL - BOITE / 16
ARP002043;LACRYVISC - TUBE / 15 g
ARP001280;ECOMI - BOITE / 3
ARP001207;DOLOSTOP - BOITE / 20
ARP000609;BROSOLINE - BOITE / 5
ARP000169;AMINOPHYLLINE RENAUDIN - BOITE / 1 AMPOULE / 10 ml
ARP003731;ULCIDINE - BOITE / 10
ARP003831;VERZOL - FLACON / 10 ml
ARP003831;VERZOL - BOITE / 1
ARP003360;STABLON - BOITE / 30
ARP001851;HYPERIUM - BOITE / 30
ARP002186;LOVENOX - BOITE / 2 SERINgUES PRE-REMPLIES
ARP002885;PIASCLEDINE - BOITE / 15
ARP003609;TIMOLOL - FLACON / 3 ml
ARP002186;LOVENOX - BOITE/2 SERINgUES PRE-REMPLIES
ARP002042;LACRINORM - TUBE / 10 g
ARP003597;THIOBACTIN - BOITE / 24
ARP002047;LACTEOL FORT - BOITE / 10
ARP001638;GEL LARMES - TUBE / 10 g
ARP001638;GEL LARMES - TUBE / 5 g
ARP000417;AZOPT - FLACON / 5 ml
ARP000334;ASCORTONYL - BOITE / 24
ARP001901;INFLACED - BOITE / 15
ARP001734;GRODUREX - BOITE / 100
ARP001232;DOXYMYCINE - BOITE / 15
ARP000937;COLOPRIV - BOITE / 30
ARP000622;BUFEMAC - TUBE / 30 g
ARP003751;UNIMINTH - BOITE / 1
ARP003730;ULCESTOP - BOITE / 20
ARP003730;ULCESTOP - BOITE / 50
ARP003684;TRIMOX - BOITE / 10
ARP002865;PHARMOX - BOITE / 12
ARP002865;PHARMOX - FLACON / 60 ml
ARP002535;NIDAZOL - BOITE / 10
ARP002535;NIDAZOL - BOITE / 20
ARP002334;METRONIDAZOLE AJANTA - BOITE / 1000
ARP001868;IBUPROFENE AJANTA - BOITE / 1000
ARP001732;GRISEOPHARM - BOITE / 20
ARP001732;GRISEOPHARM - BOITE / 32
ARP001686;GLIPHARM - BOITE / 20
ARP001434;FARMODOXI - BOITE / 10
ARP001434;FARMODOXI - BOITE / 8
ARP000512;BERLOCID - FLACON / 100 ml
ARP000093;ALDOPA - BOITE / 30
ARP003362;STADIAR - BOITE / 20
ARP003325;SORBHEPATIC - BOITE / 20
ARP002932;POTASSIUM - FLACON / 125 ml
ARP002806;PARANTAL C1000 CP EFF - BOITE / 10
ARP001172;DIPRIVAN EMULSION - BOITE / 5 AMPOULES DE 20 ml
ARP000902;CO-TRIM - FLACON / 100 ml
ARP002138;LIPANTHYL - BOITE / 30
ARP003961;ZEEFRA - BOITE / 12
ARP003309;SODIUM BICARBONATE - BOITE / 100
ARP002842;PEPSANE SCHT - BOITE / 30
ARP002278;MEGAMAG - BOITE / 40
ARP001758;GYNOPLIX - BOITE / 10
ARP003249;SENOPHILE - TUBE / 50 g
ARP001701;GLUCOSE RENAUDIN - BOITE / 100
ARP001208;DOLOTEC - BOITE / 16
ARP001013;CUTIPHILE - BOITE / 125 g
ARP000648;CALCIUM CHLORURE - 10% INJ AMP 10ml B/100
ARP000367;ATROPINE - BOITE / 100
ARP003425;SUPRADINE - BOITE / 12 TUBES EN ALUMINIUM DE 10
ARP002018;KETUM - TUBE / 60 g
ARP001660;GENTADEXA - FLACON / 10 ml
ARP001233;DOXYNOR - BOITE / 10
ARP000559;BIODROXIL - FLACON / 60 ml
ARP000512;BERLOCID - BOITE / 10
ARP000512;BERLOCID - BOITE / 20
ARP003103;REVITALOSE - BOITE / 20
ARP003366;STAPHYMYCINE - BOITE / 16
ARP002780;PARACETAMOL - BOITE / 100 BLISTERS DE 10
ARP001665;GENTAMICINE - TUBE / 5 g
ARP001665;GENTAMICINE - FLACON / 5 ml
ARP001051;DACRYOLARMES - FLACON / 10 ml
ARP001050;DACRYOBORALINE - FLACON / 10 ml
ARP001049;DACRYNE - FLACON / 10 ml
ARP003034;QUINIMAX - BOITE / 3 AMPOULES DE 2 ml
ARP003034;QUINIMAX - BOITE / 3 AMPOULES DE 500 mg / 4 ml
ARP003034;QUINIMAX - BOITE / 3 AMPOULES DE 125mg / 1 ml
ARP003871;VITAMINE B / 6 - BOITE / 100 BLISTERS DE 10
ARP003295;SIPOFER - BOITE / 100 BLISTERS DE 10
ARP002868;PHENOBARBITAL - BOITE / 50 BLISTERS DE 10
ARP002777;PARA PLUS - nan
ARP002749;PALUJECT - BOITE / 100 AMPOULES DE 4 ml
ARP002749;PALUJECT - BOITE / 100 AMPOULES DE 2 ml
ARP001945;ISONIAZIDE - BOITE / 50 BLISTERS DE 10
ARP001790;HELICIDINE THERABEL LUCIEN - FLACON / 250 ml
ARP000780;CHLORURE DE POTASSIUM - BOITE / 100 DE 10 ml
ARP000367;ATROPINE - BOITE / 100 AMPOULES/ 1 ml
ARP000338;ASPIRINE - BOITE / 100 blisters/10
ARP000261;AOSEPT - FLACON / 360 ml
ARP000222;AMPICILLINE PANPHARMA - BOITE / 10 FLACONS
ARP000198;AMOXICILLINE - BOITE / 50 BLISTERS DE 12
ARP000198;AMOXICILLINE - BOITE / 10 FLACONS
ARP000191;AMODIAQUINE - BOITE / 150
ARP000025;ACIDE ASCORBIQUE - BOITE / 50 BLISTERS DE 10
ARP003879;VITAMINES B1-B6 - BOITE / 20
ARP000016;ACETAZONE FORTE - BOITE / 20
ARP002701;OROMAG - BOITE / 30
ARP000621;BUFAMAC - TUBE / 30 g
ARP003801;VASODIN RETARD - BOITE / 30
ARP003414;SULPIRIL - FLACON / 200 ml
ARP001153;DICLOREUM - BOITE / 20
ARP001153;DICLOREUM - BOITE / 10
ARP001153;DICLOREUM - BOITE / 6
ARP001009;CUSIRCUSI - FLACON / 10 ml
ARP000840;CITROSYL - FLACON / 120 ml
ARP000831;CIPROXINE - BOITE / 6
ARP000230;AMUSTIL - TUBE / 30 g
ARP000229;AMUGYN - FLACON / 500 ml
ARP003874;VITAMINE C - BOITE / 50 BLISTERS DE 10
ARP003869;VITAMINE - BOITE / 100 AMPOULES DE 2 ml
ARP003800;VASODIN - BOITE / 25
