Code_substance;Libelle_substance;Code_ARP
1023.0;ACIDE ASCORBIQUE;ARP001438
2202.0;PARACÉTAMOL;ARP001438
19757.0;CÉFAZOLINE;ARP001441
3026.0;NITRATE DE MICONAZOLE;ARP001442
2284.0;PYRIDOXINE;ARP001443
1539.0;CYANOCOBALAMINE;ARP001443
2452.0;NICOTINAMIDE;ARP001443
544.0;L-HISTIDINE;ARP001443
1040.0;ACIDE FOLIQUE;ARP001443
2202.0;PARACÉTAMOL;ARP001444
3088.0;CHLORHYDRATE DE PHÉNYLÉPHRINE;ARP001444
3193.0;MALÉATE DE CHLORPHÉNAMINE;ARP001444
2202.0;PARACÉTAMOL;ARP001445
3193.0;MALÉATE DE CHLORPHÉNAMINE;ARP001446
2202.0;PARACÉTAMOL;ARP001446
420.0;CAFÉINE;ARP001447
94881.0;MAGNÉSIUM;ARP001447
2202.0;PARACÉTAMOL;ARP001447
89276.0;FÉBUXOSTAT;ARP001448
89276.0;FÉBUXOSTAT;ARP001449
1040.0;ACIDE FOLIQUE;ARP001450
34855.0;FER;ARP001450
1539.0;CYANOCOBALAMINE;ARP001450
25336.0;PIROXICAM;ARP001451
4771.0;CHLORURE DE BENZALKONIUM;ARP001452
26682.0;LÉTROZOLE;ARP001453
2202.0;PARACÉTAMOL;ARP001455
62180.0;ACÉCLOFÉNAC;ARP001455
355.0;MALÉATE DE TRIMÉBUTINE;ARP001456
17477.0;FENTANYL;ARP001458
17477.0;FENTANYL;ARP001459
1040.0;ACIDE FOLIQUE;ARP001460
34855.0;FER;ARP001461
1040.0;ACIDE FOLIQUE;ARP001463
2997.0;FUMARATE FERREUX;ARP001463
34855.0;FER;ARP001464
1539.0;CYANOCOBALAMINE;ARP001464
1040.0;ACIDE FOLIQUE;ARP001464
1473.0;ZINC;ARP001464
4422.0;STÉARATE DE MAGNÉSIUM;ARP001465
3192.0;GLUCONATE DE CUIVRE;ARP001465
1023.0;VITAMINE C;ARP001465
1040.0;ACIDE FOLIQUE;ARP001466
1040.0;ACIDE FOLIQUE;ARP001467
1040.0;ACIDE FOLIQUE;ARP001469
1040.0;ACIDE FOLIQUE;ARP001470
85033.0;FLUOR ÉLÉMENT;ARP001470
5363.0;SÉLÉNIUM;ARP001470
1023.0;VITAMINE C;ARP001470
34855.0;FER;ARP001471
34855.0;FER;ARP001472
1040.0;ACIDE FOLIQUE;ARP001473
2997.0;FUMARATE FERREUX;ARP001473
34855.0;FER;ARP001474
4422.0;STÉARATE DE MAGNÉSIUM;ARP001475
631.0;ACÉTATE DE SODIUM;ARP001476
34855.0;FER;ARP001476
1023.0;ACIDE ASCORBIQUE;ARP001478
2202.0;PARACÉTAMOL;ARP001478
2202.0;PARACÉTAMOL;ARP001479
3460.0;MALÉATE DE PHÉNIRAMINE;ARP001479
1023.0;ACIDE ASCORBIQUE;ARP001479
2202.0;PARACÉTAMOL;ARP001480
1023.0;ACIDE ASCORBIQUE;ARP001480
2202.0;PARACÉTAMOL;ARP001481
2202.0;PARACÉTAMOL;ARP001482
1040.0;ACIDE FOLIQUE;ARP001483
66219.0;CHLORHYDRATE DE FEXOFÉNADINE;ARP001484
66219.0;CHLORHYDRATE DE FEXOFÉNADINE;ARP001485
5242.0;CHLORHYDRATE DE VÉRAPAMIL;ARP001486
842.0;NIFÉDIPINE;ARP001488
2202.0;PARACÉTAMOL;ARP001489
12345.0;SECNIDAZOLE;ARP001493
2382.0;MÉTRONIDAZOLE;ARP001494
2382.0;MÉTRONIDAZOLE;ARP001495
2382.0;MÉTRONIDAZOLE;ARP001496
617.0;SULFADIAZINE ARGENTIQUE;ARP001497
10394.0;SIMÉTICONE;ARP001498
5248.0;AMOXICILLINE;ARP001500
93286.0;ACIDE CLAVULANIQUE;ARP001500
21374.0;ÉRIBULINE;ARP001501
3691.0;GUAÏFÉNÉSINE;ARP001501
5248.0;AMOXICILLINE;ARP001502
2092.0;IBUPROFÈNE;ARP001503
2340.0;MÉTHOCARBAMOL;ARP001503
823.0;KÉTOPROFÈNE;ARP001504
2340.0;MÉTHOCARBAMOL;ARP001505
2202.0;PARACÉTAMOL;ARP001505
41788.0;PROPIONATE DE FLUTICASONE;ARP001506
66431.0;CIPROFLOXACINE;ARP001508
36592.0;DICLOFÉNAC;ARP001510
81234.0;LÉVOFLOXACINE;ARP001512
66494.0;CHLORHYDRATE DE TAMSULOSINE;ARP001513
81234.0;LÉVOFLOXACINE;ARP001516
2754.0;OFLOXACINE;ARP001517
974.0;ORNIDAZOLE;ARP001517
991.0;FLUBENDAZOLE;ARP001518
991.0;FLUBENDAZOLE;ARP001519
991.0;FLUBENDAZOLE;ARP001520
991.0;FLUBENDAZOLE;ARP001521
473.0;CROMOGLICATE DE SODIUM;ARP001522
13723.0;FLUOROMÉTHOLONE;ARP001522
11279.0;FLUCONAZOLE;ARP001523
2202.0;PARACÉTAMOL;ARP001524
1023.0;ACIDE ASCORBIQUE;ARP001524
3460.0;MALÉATE DE PHÉNIRAMINE;ARP001524
11279.0;FLUCONAZOLE;ARP001525
11279.0;FLUCONAZOLE;ARP001526
1062.0;ACIDE NIFLUMIQUE;ARP001527
69215.0;FLUCLOXACILLINE;ARP001528
3229.0;BROMHYDRATE DE DEXTROMÉTHORPHANE;ARP001529
3088.0;CHLORHYDRATE DE PHÉNYLÉPHRINE;ARP001529
3460.0;MALÉATE DE PHÉNIRAMINE;ARP001529
2202.0;PARACÉTAMOL;ARP001529
13723.0;FLUOROMÉTHOLONE;ARP001530
11279.0;FLUCONAZOLE;ARP001531
11279.0;FLUCONAZOLE;ARP001532
11279.0;FLUCONAZOLE;ARP001533
11279.0;FLUCONAZOLE;ARP001534
11279.0;FLUCONAZOLE;ARP001535
11279.0;FLUCONAZOLE;ARP001536
11279.0;FLUCONAZOLE;ARP001537
48800.0;FLUOXÉTINE;ARP001538
41788.0;PROPIONATE DE FLUTICASONE;ARP001539
22336.0;INDAPAMIDE HÉMIHYDRATÉ;ARP001540
3044.0;CARBOCISTÉINE;ARP001541
420.0;CAFÉINE;ARP001542
2202.0;PARACÉTAMOL;ARP001542
2438.0;PHÉNYLÉPHRINE;ARP001542
3193.0;CHLORPHÉNAMINE (MALÉATE DE);ARP001543
3229.0;BROMHYDRATE DE DEXTROMÉTHORPHANE;ARP001543
2438.0;PHÉNYLÉPHRINE;ARP001544
3193.0;CHLORPHÉNAMINE (MALÉATE DE);ARP001544
2202.0;PARACÉTAMOL;ARP001545
2438.0;PHÉNYLÉPHRINE;ARP001545
2202.0;PARACÉTAMOL;ARP001546
3193.0;CHLORPHÉNAMINE (MALÉATE DE);ARP001546
11279.0;FLUCONAZOLE;ARP001547
1014.0;ACÉTYLCYSTÉINE;ARP001548
1343.0;BENZOATE DE MÉGLUMINE;ARP001549
7833.0;POLYSORBATE 20;ARP001549
69215.0;FLUCLOXACILLINE;ARP001550
11279.0;FLUCONAZOLE;ARP001551
11279.0;FLUCONAZOLE;ARP001552
5284.0;CHLORURE DE DÉQUALINIUM;ARP001553
4305.0;FLUORESCÉINE SODIQUE;ARP001554
48800.0;FLUOXÉTINE;ARP001555
48800.0;FLUOXÉTINE;ARP001556
66431.0;CIPROFLOXACINE;ARP001557
71861.0;GLIMÉPIRIDE;ARP001558
594.0;FLURBIPROFÈNE;ARP001558
594.0;FLURBIPROFÈNE;ARP001559
69215.0;FLUCLOXACILLINE;ARP001561
11279.0;FLUCONAZOLE;ARP001562
30613.0;FUMARATE DE FORMOTÉROL DIHYDRATÉ;ARP001563
991.0;FLUBENDAZOLE;ARP001564
11279.0;FLUCONAZOLE;ARP001565
1040.0;ACIDE FOLIQUE;ARP001566
5432.0;CHLORHYDRATE DE LIDOCAÏNE;ARP001567
35232.0;CEFTRIAXONE;ARP001567
37828.0;FOLLITROPINE ALFA ;ARP001568
90673.0;ACIDE FOLINIQUE;ARP001569
1040.0;ACIDE FOLIQUE;ARP001570
22692.0;KÉTOCONAZOLE;ARP001571
3026.0;NITRATE DE MICONAZOLE;ARP001572
11279.0;FLUCONAZOLE;ARP001574
43401.0;HUILE DE POISSON RICHE EN ACIDES OMÉGA-3 ;ARP001576
1023.0;VITAMINE C;ARP001577
2452.0;NICOTINAMIDE;ARP001578
1023.0;VITAMINE C;ARP001578
4962.0;CHLORHYDRATE D'HEPTAMINOL;ARP001579
2064.0;HYDROCHLOROTHIAZIDE;ARP001581
48528.0;LOSARTAN POTASSIQUE;ARP001581
65061.0;FOSFOMYCINE TROMÉTAMOL;ARP001582
61019.0;UROFOLLITROPINE ;ARP001584
1040.0;ACIDE FOLIQUE;ARP001586
1823.0;CHLORHYDRATE DE THIAMINE;ARP001586
1539.0;CYANOCOBALAMINE;ARP001586
1608.0;DEXAMÉTHASONE;ARP001588
1023.0;VITAMINE C;ARP001589
1023.0;VITAMINE C;ARP001592
199.0;BROMURE DE PINAVÉRIUM;ARP001593
631.0;ACÉTATE DE SODIUM;ARP001594
1958.0;FUROSÉMIDE;ARP001595
4184.0;VALÉRATE DE BÉTAMÉTHASONE;ARP001596
2160.0;ACIDE FUSIDIQUE;ARP001596
41859.0;ACIDE FUSIDIQUE ANHYDRE;ARP001597
2160.0;ACIDE FUSIDIQUE;ARP001598
69215.0;FLUCLOXACILLINE;ARP001599
2997.0;FUMARATE FERREUX;ARP001600
3929.0;NITRATE D'ÉCONAZOLE;ARP001601
1958.0;FUROSÉMIDE;ARP001602
1958.0;FUROSÉMIDE;ARP001603
1958.0;FUROSÉMIDE;ARP001604
4913.0;FUSIDATE DE SODIUM;ARP001605
2160.0;ACIDE FUSIDIQUE;ARP001605
196.0;LÉVONORGESTREL;ARP001606
5248.0;AMOXICILLINE;ARP001607
93286.0;ACIDE CLAVULANIQUE;ARP001607
81234.0;LÉVOFLOXACINE;ARP001608
11279.0;FLUCONAZOLE;ARP001609
30613.0;FUMARATE DE FORMOTÉROL DIHYDRATÉ;ARP001610
24381.0;BUDÉSONIDE;ARP001610
24381.0;BUDÉSONIDE;ARP001611
30613.0;FUMARATE DE FORMOTÉROL DIHYDRATÉ;ARP001611
50433.0;DAPAGLIFLOZINE;ARP001612
2285.0;PYRIMÉTHAMINE;ARP001614
469.0;COLCHICINE;ARP001615
60167.0;MÉROPÉNEM;ARP001616
40035.0;VILDAGLIPTINE;ARP001617
24321.0;CHLORHYDRATE DE METFORMINE;ARP001618
40035.0;VILDAGLIPTINE;ARP001618
4442.0;METFORMINE;ARP001618
4999.0;ACIDE HYDROXY-4 BUTYRIQUE;ARP001619
1023.0;VITAMINE C;ARP001619
614.0;CLOBÉTASOL (PROPIONATE DE);ARP001620
2825.0;PHÉNOBARBITAL;ARP001622
4773.0;OMÉPRAZOLE;ARP001623
17407.0;ÉSOMÉPRAZOLE;ARP001624
4773.0;OMÉPRAZOLE;ARP001625
4773.0;OMÉPRAZOLE;ARP001626
428.0;CARBONATE DE CALCIUM;ARP001627
4034.0;FAMOTIDINE;ARP001627
4415.0;HYDROXYDE DE MAGNÉSIUM;ARP001627
4415.0;HYDROXYDE DE MAGNÉSIUM;ARP001628
25022.0;CARBONATE DE MAGNÉSIUM LÉGER;ARP001628
4034.0;FAMOTIDINE;ARP001630
4415.0;HYDROXYDE DE MAGNÉSIUM;ARP001631
2940.0;HYDROXYDE D'ALUMINIUM;ARP001631
614.0;CLOBÉTASOL (PROPIONATE DE);ARP001633
16849.0;GABAPENTINE;ARP001635
3611.0;TINIDAZOLE;ARP001636
24563.0;CLARITHROMYCINE;ARP001636
23957.0;LANSOPRAZOLE;ARP001636
4603.0;CALAMINE;ARP001637
929.0;OXYDE DE ZINC;ARP001637
52310.0;CARBOMÈRE 974P;ARP001638
52310.0;CARBOMÈRE 974P;ARP001639
15009.0;TIMOLOL;ARP001640
38050.0;GEMCITABINE;ARP001642
71861.0;GLIMÉPIRIDE;ARP001643
24321.0;CHLORHYDRATE DE METFORMINE;ARP001643
24296.0;LUMÉFANTRINE;ARP001644
39567.0;ARTÉMÉTHER;ARP001644
4415.0;HYDROXYDE DE MAGNÉSIUM;ARP001645
10394.0;SIMÉTICONE;ARP001645
2940.0;HYDROXYDE D'ALUMINIUM;ARP001645
93286.0;ACIDE CLAVULANIQUE;ARP001646
5248.0;AMOXICILLINE;ARP001646
60167.0;MÉROPÉNEM;ARP001647
5363.0;SÉLÉNIUM;ARP001648
94881.0;MAGNÉSIUM;ARP001648
1525.0;VITAMINE D3;ARP001648
622.0;VITAMINE A;ARP001648
1023.0;VITAMINE C;ARP001648
1473.0;ZINC;ARP001648
1023.0;VITAMINE C;ARP001649
549.0;IODE;ARP001651
64114.0;MANGANÈSE;ARP001651
1473.0;ZINC;ARP001651
94881.0;MAGNÉSIUM;ARP001651
2092.0;IBUPROFÈNE;ARP001654
2202.0;PARACÉTAMOL;ARP001654
2202.0;PARACÉTAMOL;ARP001655
11532.0;RAMIPRIL;ARP001656
467.0;CODÉINE;ARP001658
47604.0;GENTAMICINE;ARP001659
3675.0;DEXAMÉTHASONE (PHOSPHATE SODIQUE DE);ARP001660
47604.0;GENTAMICINE;ARP001660
525.0;GENTAMICINE (SULFATE DE);ARP001661
525.0;SULFATE DE GENTAMICINE;ARP001661
47604.0;GENTAMICINE;ARP001662
47604.0;GENTAMICINE;ARP001663
47604.0;GENTAMICINE;ARP001664
525.0;GENTAMICINE (SULFATE DE);ARP001665
47604.0;GENTAMICINE;ARP001665
47604.0;GENTAMICINE;ARP001666
47604.0;GENTAMICINE;ARP001667
47604.0;GENTAMICINE;ARP001668
47604.0;GENTAMICINE;ARP001669
361.0;TROXÉRUTINE;ARP001673
49334.0;HEPTAMINOL;ARP001673
4962.0;CHLORHYDRATE D'HEPTAMINOL;ARP001673
4962.0;HEPTAMINOL (CHLORHYDRATE D');ARP001674
1976.0;GLIBENCLAMIDE;ARP001676
1976.0;GLIBENCLAMIDE;ARP001677
4442.0;METFORMINE;ARP001677
1976.0;GLIBENCLAMIDE;ARP001678
527.0;GLICLAZIDE;ARP001679
527.0;GLICLAZIDE;ARP001680
527.0;GLICLAZIDE;ARP001681
24321.0;METFORMINE (CHLORHYDRATE DE);ARP001681
71861.0;GLIMÉPIRIDE;ARP001682
71861.0;GLIMÉPIRIDE;ARP001683
71861.0;GLIMÉPIRIDE;ARP001684
71861.0;GLIMÉPIRIDE;ARP001685
1976.0;GLIBENCLAMIDE;ARP001686
24321.0;CHLORHYDRATE DE METFORMINE;ARP001687
21050.0;PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ;ARP001687
71861.0;GLIMÉPIRIDE;ARP001688
60707.0;IMATINIB;ARP001689
527.0;GLICLAZIDE;ARP001690
527.0;GLICLAZIDE;ARP001691
24321.0;CHLORHYDRATE DE METFORMINE;ARP001691
432.0;GLUCONATE DE CALCIUM;ARP001692
2962.0;GLUCOHEPTONATE DE CALCIUM;ARP001692
432.0;GLUCONATE DE CALCIUM;ARP001693
4442.0;METFORMINE;ARP001694
17150.0;GLUCOSE MONOHYDRATÉ;ARP001695
529.0;GLUCOSE;ARP001695
529.0;GLUCOSE ANHYDRE;ARP001695
529.0;GLUCOSE ANHYDRE;ARP001696
4401.0;EAU POUR PRÉPARATIONS INJECTABLES;ARP001696
529.0;GLUCOSE;ARP001697
529.0;GLUCOSE;ARP001698
529.0;GLUCOSE ANHYDRE;ARP001699
529.0;GLUCOSE ANHYDRE;ARP001700
529.0;GLUCOSE;ARP001701
17150.0;GLUCOSE MONOHYDRATÉ;ARP001702
529.0;GLUCOSE ANHYDRE;ARP001703
529.0;GLUCOSE ANHYDRE;ARP001704
4442.0;METFORMINE;ARP001705
1976.0;GLIBENCLAMIDE;ARP001705
71861.0;GLIMÉPIRIDE;ARP001706
24321.0;METFORMINE (CHLORHYDRATE DE);ARP001708
71861.0;GLIMÉPIRIDE;ARP001708
4442.0;METFORMINE;ARP001708
532.0;GLYCÉROL;ARP001709
2285.0;PYRIMÉTHAMINE;ARP001710
3152.0;ALCOOL DICHLOROBENZYLIQUE;ARP001712
3151.0;AMYLMÉTACRÉSOL;ARP001712
3151.0;AMYLMÉTACRÉSOL;ARP001713
3152.0;ALCOOL DICHLOROBENZYLIQUE;ARP001713
3152.0;ALCOOL DICHLOROBENZYLIQUE;ARP001714
3151.0;AMYLMÉTACRÉSOL;ARP001714
5248.0;AMOXICILLINE;ARP001716
2947.0;ACIDE MALIQUE;ARP001718
31558.0;LÉNOGRASTIM ;ARP001719
93168.0;GRANISÉTRON BASE;ARP001720
31558.0;LÉNOGRASTIM ;ARP001721
81234.0;LÉVOFLOXACINE;ARP001722
2202.0;PARACÉTAMOL;ARP001723
2438.0;PHÉNYLÉPHRINE;ARP001723
420.0;CAFÉINE;ARP001723
3193.0;MALÉATE DE CHLORPHÉNAMINE;ARP001724
2202.0;PARACÉTAMOL;ARP001724
420.0;CAFÉINE ANHYDRE;ARP001724
3088.0;CHLORHYDRATE DE PHÉNYLÉPHRINE;ARP001724
2006.0;GRISÉOFULVINE;ARP001725
2006.0;GRISÉOFULVINE;ARP001726
2006.0;GRISÉOFULVINE;ARP001727
690.0;ACIDE SALICYLIQUE;ARP001727
2006.0;GRISÉOFULVINE;ARP001728
2006.0;GRISÉOFULVINE;ARP001729
2006.0;GRISÉOFULVINE;ARP001730
2006.0;GRISÉOFULVINE;ARP001731
2006.0;GRISÉOFULVINE;ARP001732
28372.0;DOXYCYCLINE;ARP001733
9231.0;AMISULPRIDE;ARP001734
2064.0;HYDROCHLOROTHIAZIDE;ARP001734
36592.0;DICLOFÉNAC;ARP001735
37.0;DICLOFÉNAC SODIQUE;ARP001736
706.0;CLOTRIMAZOLE;ARP001737
473.0;CROMOGLICATE DE SODIUM;ARP001738
2878.0;SULFAMÉTHOXAZOLE;ARP001739
342.0;TRIMÉTHOPRIME;ARP001739
4857.0;SULFATE DE TERBUTALINE;ARP001742
3691.0;GUAÏFÉNÉSINE;ARP001742
5363.0;SÉLÉNIUM;ARP001743
71362.0;PROTÉINE S ;ARP001743
64114.0;MANGANÈSE;ARP001743
94881.0;MAGNÉSIUM;ARP001743
5348.0;CUIVRE;ARP001743
30272.0;POTASSIUM;ARP001743
56593.0;PHOSPHORE;ARP001743
34855.0;FER;ARP001743
45730.0;SODIUM ;ARP001743
549.0;IODE;ARP001743
30272.0;POTASSIUM;ARP001744
56593.0;PHOSPHORE;ARP001744
45730.0;SODIUM ;ARP001744
34855.0;FER;ARP001744
94881.0;MAGNÉSIUM;ARP001744
71362.0;PROTÉINE S ;ARP001744
5348.0;CUIVRE;ARP001744
549.0;IODE;ARP001744
5363.0;SÉLÉNIUM;ARP001744
64114.0;MANGANÈSE;ARP001744
3848.0;GLUCURONAMIDE;ARP001745
420.0;CAFÉINE;ARP001745
1023.0;ACIDE ASCORBIQUE;ARP001745
20740.0;SITAGLIPTINE;ARP001746
20740.0;SITAGLIPTINE;ARP001747
4442.0;METFORMINE;ARP001747
39567.0;ARTÉMÉTHER;ARP001748
2509.0;NYSTATINE;ARP001750
4455.0;SULFATE DE NÉOMYCINE;ARP001750
2382.0;MÉTRONIDAZOLE;ARP001750
2382.0;MÉTRONIDAZOLE;ARP001751
3026.0;NITRATE DE MICONAZOLE;ARP001751
3026.0;NITRATE DE MICONAZOLE;ARP001752
3026.0;NITRATE DE MICONAZOLE;ARP001753
600.0;MICONAZOLE;ARP001754
55004.0;BLÉOMYCINE;ARP001755
2509.0;NYSTATINE;ARP001755
2382.0;MÉTRONIDAZOLE;ARP001755
2067.0;HYDROCORTISONE;ARP001755
4455.0;NÉOMYCINE (SULFATE DE);ARP001755
196.0;LÉVONORGESTREL;ARP001757
2382.0;MÉTRONIDAZOLE;ARP001758
3969.0;PHLOROGLUCINOL DIHYDRATÉ;ARP001759
3970.0;TRIMÉTHYLPHLOROGLUCINOL;ARP001759
41804.0;GADOBÉNATE DE DIMÉGLUMINE;ARP001760
39422.0;PRÉGABALINE;ARP001761
71861.0;GLIMÉPIRIDE;ARP001761
60929.0;DICHLORHYDRATE DE CÉTIRIZINE;ARP001762
152.0;HUILE ESSENTIELLE DE NIAOULI;ARP001766
71861.0;GLIMÉPIRIDE;ARP001768
20740.0;SITAGLIPTINE;ARP001769
4442.0;METFORMINE;ARP001770
40035.0;VILDAGLIPTINE;ARP001770
37849.0;DICHLORHYDRATE DE LÉVOCÉTIRIZINE;ARP001771
1023.0;ACIDE ASCORBIQUE;ARP001771
2438.0;PHÉNYLÉPHRINE;ARP001771
2202.0;PARACÉTAMOL;ARP001771
196.0;LÉVONORGESTREL;ARP001772
3904.0;GLUCONATE DE MANGANÈSE;ARP001774
34855.0;FER;ARP001774
1040.0;ACIDE FOLIQUE;ARP001774
3904.0;GLUCONATE DE MANGANÈSE;ARP001775
2997.0;FUMARATE FERREUX;ARP001775
34855.0;FER;ARP001775
1040.0;ACIDE FOLIQUE;ARP001775
1040.0;ACIDE FOLIQUE;ARP001776
1023.0;ACIDE ASCORBIQUE;ARP001776
1023.0;ACIDE ASCORBIQUE;ARP001777
2202.0;PARACÉTAMOL;ARP001777
3460.0;MALÉATE DE PHÉNIRAMINE;ARP001777
3088.0;CHLORHYDRATE DE PHÉNYLÉPHRINE;ARP001777
929.0;OXYDE DE ZINC;ARP001778
2202.0;PARACÉTAMOL;ARP001779
2019.0;HALOPÉRIDOL;ARP001780
2019.0;HALOPÉRIDOL;ARP001781
2019.0;HALOPÉRIDOL;ARP001782
62180.0;ACÉCLOFÉNAC;ARP001783
2202.0;PARACÉTAMOL;ARP001783
95916.0;VIRUS DE L'HÉPATITE A SOUCHE GBM INACTIVÉ ADSORBÉ ;ARP001787
1740.0;HÉLICIDINE;ARP001790
2382.0;MÉTRONIDAZOLE;ARP001791
5248.0;AMOXICILLINE;ARP001791
34855.0;FER;ARP001792
34855.0;FER;ARP001793
1040.0;ACIDE FOLIQUE;ARP001793
2092.0;IBUPROFÈNE;ARP001794
929.0;OXYDE DE ZINC;ARP001795
842.0;NIFÉDIPINE;ARP001795
33.0;ALCOOL BENZYLIQUE;ARP001795
842.0;NIFÉDIPINE;ARP001796
33.0;ALCOOL BENZYLIQUE;ARP001796
5431.0;LIDOCAÏNE;ARP001796
929.0;OXYDE DE ZINC;ARP001796
670.0;TRIMÉBUTINE;ARP001797
2024.0;HÉPARINE SODIQUE;ARP001801
4155.0;CITRATE DE SODIUM;ARP001804
4180.0;BOLDINE;ARP001804
4962.0;HEPTAMINOL (CHLORHYDRATE D');ARP001806
4962.0;HEPTAMINOL (CHLORHYDRATE D');ARP001807
97773.0;TRASTUZUMAB ;ARP001808
25715.0;ACICLOVIR;ARP001809
97773.0;TRASTUZUMAB ;ARP001810
3778.0;DIGLUCONATE DE CHLORHEXIDINE;ARP001812
1810.0;BENZOCAÏNE;ARP001813
2045.0;HEXÉTIDINE;ARP001814
21053.0;CAPTOPRIL;ARP001817
15304.0;LISINOPRIL;ARP001818
17407.0;ÉSOMÉPRAZOLE;ARP001819
49632.0;RANITIDINE;ARP001820
49632.0;RANITIDINE;ARP001821
8.0;ACIDE BORIQUE;ARP001825
1023.0;VITAMINE C;ARP001827
659.0;THYMOL;ARP001830
5363.0;SÉLÉNIUM;ARP001830
1270.0;BICLOTYMOL;ARP001830
3044.0;CARBOCISTÉINE;ARP001830
2202.0;PARACÉTAMOL;ARP001830
3088.0;CHLORHYDRATE DE PHÉNYLÉPHRINE;ARP001830
4852.0;SALICYLATE DE GLYCOL;ARP001830
1270.0;BICLOTYMOL;ARP001831
2543.0;OXOMÉMAZINE;ARP001833
4361.0;BROMURE DE BENZODODÉCINIUM;ARP001834
3088.0;CHLORHYDRATE DE PHÉNYLÉPHRINE;ARP001834
901.0;CHLORURE DE SODIUM;ARP001834
4455.0;NÉOMYCINE (SULFATE DE);ARP001835
545.0;HYDROCORTISONE (ACÉTATE D');ARP001835
2067.0;HYDROCORTISONE;ARP001836
2064.0;HYDROCHLOROTHIAZIDE;ARP001838
2678.0;CHLORHYDRATE DE DIPHÉNHYDRAMINE;ARP001838
11532.0;RAMIPRIL;ARP001838
2064.0;HYDROCHLOROTHIAZIDE;ARP001839
2067.0;HYDROCORTISONE;ARP001840
2067.0;HYDROCORTISONE;ARP001842
2067.0;HYDROCORTISONE;ARP001843
2067.0;HYDROCORTISONE;ARP001844
5394.0;PANTOTHÉNATE DE CALCIUM;ARP001846
2452.0;NICOTINAMIDE;ARP001847
2087.0;CHLORHYDRATE D'HYDROXYZINE;ARP001849
5356.0;ALGINATE DE SODIUM;ARP001850
66240.0;RILMÉNIDINE;ARP001851
631.0;ACÉTATE DE SODIUM TRIHYDRATÉ;ARP001852
73594.0;CANDÉSARTAN CILEXÉTIL;ARP001854
2064.0;HYDROCHLOROTHIAZIDE;ARP001854
2064.0;HYDROCHLOROTHIAZIDE;ARP001855
67717.0;SILDÉNAFIL;ARP001856
1040.0;ACIDE FOLIQUE;ARP001857
1023.0;ACIDE ASCORBIQUE;ARP001857
98937.0;TÉNOFOVIR ALAFÉNAMIDE;ARP001858
546.0;HYDROCORTISONE (HÉMISUCCINATE SODIQUE D');ARP001859
2754.0;OFLOXACINE;ARP001860
2202.0;PARACÉTAMOL;ARP001861
420.0;CAFÉINE;ARP001861
2092.0;IBUPROFÈNE;ARP001861
2092.0;IBUPROFÈNE;ARP001862
2202.0;PARACÉTAMOL;ARP001862
2202.0;PARACÉTAMOL;ARP001863
2092.0;IBUPROFÈNE;ARP001863
2092.0;IBUPROFÈNE;ARP001864
2092.0;IBUPROFÈNE;ARP001865
2092.0;IBUPROFÈNE;ARP001866
2092.0;IBUPROFÈNE;ARP001867
2092.0;IBUPROFÈNE;ARP001868
2092.0;IBUPROFÈNE;ARP001869
2092.0;IBUPROFÈNE;ARP001870
2092.0;IBUPROFÈNE;ARP001871
46883.0;ISRADIPINE;ARP001872
1525.0;CHOLÉCALCIFÉROL;ARP001873
2099.0;INDOMÉTACINE;ARP001874
2202.0;PARACÉTAMOL;ARP001875
2092.0;IBUPROFÈNE;ARP001875
420.0;CAFÉINE;ARP001875
3790.0;MÉSILATE DE DIHYDROERGOTAMINE;ARP001876
6206.0;MACROGOL 4000;ARP001877
706.0;CLOTRIMAZOLE;ARP001878
65268.0;IMMUNOGLOBULINE HUMAINE DE L'HÉPATITE B ;ARP001879
76119.0;LOPÉRAMIDE;ARP001882
5248.0;AMOXICILLINE;ARP001885
36376.0;ÉTONOGESTREL;ARP001886
7239.0;LACTITOL MONOHYDRATÉ;ARP001887
819.0;INDAPAMIDE;ARP001888
819.0;INDAPAMIDE;ARP001889
52431.0;PÉRINDOPRIL;ARP001889
428.0;CARBONATE DE CALCIUM;ARP001890
4415.0;HYDROXYDE DE MAGNÉSIUM;ARP001890
1525.0;VITAMINE D3;ARP001890
5246.0;GLUCONATE DE ZINC;ARP001890
819.0;INDAPAMIDE;ARP001891
2099.0;INDOMÉTACINE;ARP001893
47604.0;GENTAMICINE;ARP001893
2099.0;INDOMÉTACINE;ARP001895
2099.0;INDOMÉTACINE;ARP001896
44778.0;SULBACTAM;ARP001897
35232.0;CEFTRIAXONE;ARP001897
59700.0;CILASTATINE;ARP001898
17407.0;ÉSOMÉPRAZOLE;ARP001899
25336.0;PIROXICAM;ARP001901
82384.0;CÉFUROXIME;ARP001902
17407.0;ÉSOMÉPRAZOLE;ARP001903
17407.0;ÉSOMÉPRAZOLE;ARP001904
2196.0;OXYTÉTRACYCLINE;ARP001905
5453.0;SALICYLATE DE MÉTHYLE;ARP001906
436.0;CAMPHRE;ARP001906
3559.0;SULFATE DE SALBUTAMOL;ARP001909
54693.0;CLOPIDOGREL;ARP001910
54693.0;CLOPIDOGREL;ARP001911
54693.0;CLOPIDOGREL;ARP001912
93935.0;ÉTRAVIRINE;ARP001923
35232.0;CEFTRIAXONE;ARP001924
82384.0;CÉFUROXIME;ARP001925
